Date,Category,Type,Amount,City,Province,Country,Latitude,Longitude,PaymentMode,TransactionID
2026-03-04,Dining,Expense,379.5,Detroit,Michigan,United States,42.3314,-83.0458,Cash,TXN-706815
2025-09-06,Transport,Expense,241.41,Ottawa,Ontario,Canada,45.4215,-75.6972,Cash,TXN-580255
2026-02-09,Utilities,Expense,129.53,Detroit,Michigan,United States,42.3314,-83.0458,Debit Card,TXN-607765
2026-01-30,Tech,Expense,339.75,Toronto,Ontario,Canada,43.6532,-79.3832,E-Transfer,TXN-398196
2025-11-13,Utilities,Expense,370.41,Ottawa,Ontario,Canada,45.4215,-75.6972,E-Transfer,TXN-291134
2025-03-24,Freelance,Income,102.78,Windsor,Ontario,Canada,42.3149,-83.0364,E-Transfer,TXN-702433
2025-07-09,Tech,Expense,81.95,Ottawa,Ontario,Canada,45.4215,-75.6972,Credit Card,TXN-797883
2025-03-17,Transport,Expense,155.44,Ottawa,Ontario,Canada,45.4215,-75.6972,Debit Card,TXN-659565
2025-07-27,Rent,Expense,1200.0,Kitchener,Ontario,Canada,43.4516,-80.4925,Debit Card,TXN-580290
2025-01-03,Freelance,Income,388.36,Ottawa,Ontario,Canada,45.4215,-75.6972,E-Transfer,TXN-778684
2025-05-29,Entertainment,Expense,388.15,Ottawa,Ontario,Canada,45.4215,-75.6972,Debit Card,TXN-938416
2025-06-23,Entertainment,Expense,278.77,Kitchener,Ontario,Canada,43.4516,-80.4925,Credit Card,TXN-246195
2025-06-07,Groceries,Expense,19.67,Ottawa,Ontario,Canada,45.4215,-75.6972,Debit Card,TXN-567636
2025-01-29,Transport,Expense,247.18,Toronto,Ontario,Canada,43.6532,-79.3832,Debit Card,TXN-919234
2025-04-11,Investments,Income,18.79,Ottawa,Ontario,Canada,45.4215,-75.6972,Cash,TXN-809952
2025-09-20,Groceries,Expense,163.83,Kitchener,Ontario,Canada,43.4516,-80.4925,E-Transfer,TXN-732471
2025-12-08,Rent,Expense,1200.0,Detroit,Michigan,United States,42.3314,-83.0458,Cash,TXN-255132
2025-07-09,Cybersecurity,Expense,160.58,Windsor,Ontario,Canada,42.3149,-83.0364,E-Transfer,TXN-461675
2026-03-24,Entertainment,Expense,228.8,Toronto,Ontario,Canada,43.6532,-79.3832,Cash,TXN-877548
2025-05-28,Gift,Income,73.88,Kitchener,Ontario,Canada,43.4516,-80.4925,Cash,TXN-246347
2025-03-15,Salary,Income,2441.56,Kitchener,Ontario,Canada,43.4516,-80.4925,E-Transfer,TXN-169327
2025-02-15,Gift,Income,12.58,Detroit,Michigan,United States,42.3314,-83.0458,Cash,TXN-283388
2025-04-13,Utilities,Expense,82.54,Kitchener,Ontario,Canada,43.4516,-80.4925,E-Transfer,TXN-680771
2026-03-04,Tech,Expense,238.23,Kitchener,Ontario,Canada,43.4516,-80.4925,Cash,TXN-335426
2025-03-20,Rent,Expense,1200.0,Detroit,Michigan,United States,42.3314,-83.0458,E-Transfer,TXN-771670
2025-03-05,Gift,Income,264.99,Detroit,Michigan,United States,42.3314,-83.0458,Cash,TXN-288085
2025-01-15,Dining,Expense,56.55,Detroit,Michigan,United States,42.3314,-83.0458,Cash,TXN-169966
2025-10-25,Transport,Expense,197.39,Kitchener,Ontario,Canada,43.4516,-80.4925,E-Transfer,TXN-758501
2025-07-11,Groceries,Expense,209.89,Ottawa,Ontario,Canada,45.4215,-75.6972,Credit Card,TXN-986340
2025-03-16,Rent,Expense,1200.0,Detroit,Michigan,United States,42.3314,-83.0458,Cash,TXN-826959
2025-01-28,Utilities,Expense,116.34,Kitchener,Ontario,Canada,43.4516,-80.4925,E-Transfer,TXN-151081
2025-11-24,Healthcare,Expense,375.16,Ottawa,Ontario,Canada,45.4215,-75.6972,Debit Card,TXN-903673
2025-11-03,Groceries,Expense,303.53,Ottawa,Ontario,Canada,45.4215,-75.6972,E-Transfer,TXN-431570
2025-05-19,Investments,Income,277.32,Detroit,Michigan,United States,42.3314,-83.0458,Credit Card,TXN-660380
2025-01-07,Utilities,Expense,63.41,Detroit,Michigan,United States,42.3314,-83.0458,E-Transfer,TXN-916639
2025-03-25,Transport,Expense,49.94,Toronto,Ontario,Canada,43.6532,-79.3832,Debit Card,TXN-971968
2025-11-11,Healthcare,Expense,278.96,Ottawa,Ontario,Canada,45.4215,-75.6972,Credit Card,TXN-537619
2025-03-01,Groceries,Expense,329.35,Windsor,Ontario,Canada,42.3149,-83.0364,Cash,TXN-465124
2025-03-13,Transport,Expense,328.65,Ottawa,Ontario,Canada,45.4215,-75.6972,E-Transfer,TXN-280572
2026-01-17,Rent,Expense,1200.0,Windsor,Ontario,Canada,42.3149,-83.0364,Debit Card,TXN-234966
2025-12-19,Freelance,Income,98.36,Toronto,Ontario,Canada,43.6532,-79.3832,Debit Card,TXN-236543
2025-12-20,Gift,Income,307.58,Windsor,Ontario,Canada,42.3149,-83.0364,Credit Card,TXN-119719
2025-01-22,Cybersecurity,Expense,86.58,Windsor,Ontario,Canada,42.3149,-83.0364,Credit Card,TXN-591868
2025-01-23,Tech,Expense,35.84,Windsor,Ontario,Canada,42.3149,-83.0364,Credit Card,TXN-920375
2025-10-28,Dining,Expense,361.46,Toronto,Ontario,Canada,43.6532,-79.3832,E-Transfer,TXN-130680
2025-10-24,Tech,Expense,145.66,Toronto,Ontario,Canada,43.6532,-79.3832,Debit Card,TXN-629435
2026-02-24,Groceries,Expense,235.47,Windsor,Ontario,Canada,42.3149,-83.0364,Debit Card,TXN-850582
2025-03-29,Tech,Expense,361.65,Ottawa,Ontario,Canada,45.4215,-75.6972,Credit Card,TXN-860583
2025-09-16,Dining,Expense,342.01,Kitchener,Ontario,Canada,43.4516,-80.4925,E-Transfer,TXN-832045
2025-12-11,Entertainment,Expense,383.52,Toronto,Ontario,Canada,43.6532,-79.3832,E-Transfer,TXN-498055
2025-04-27,Healthcare,Expense,168.96,Detroit,Michigan,United States,42.3314,-83.0458,Credit Card,TXN-588533
2025-09-11,Utilities,Expense,307.29,Detroit,Michigan,United States,42.3314,-83.0458,Credit Card,TXN-186243
2025-07-17,Groceries,Expense,120.61,Ottawa,Ontario,Canada,45.4215,-75.6972,E-Transfer,TXN-820420
2025-04-26,Gift,Income,226.03,Detroit,Michigan,United States,42.3314,-83.0458,Cash,TXN-297955
2025-12-14,Gift,Income,153.3,Windsor,Ontario,Canada,42.3149,-83.0364,Cash,TXN-804743
2025-09-25,Entertainment,Expense,266.83,Windsor,Ontario,Canada,42.3149,-83.0364,Credit Card,TXN-250331
2026-01-15,Groceries,Expense,370.86,Toronto,Ontario,Canada,43.6532,-79.3832,Credit Card,TXN-481377
2025-04-13,Investments,Income,242.03,Kitchener,Ontario,Canada,43.4516,-80.4925,Credit Card,TXN-344181
2025-05-23,Gift,Income,308.28,Ottawa,Ontario,Canada,45.4215,-75.6972,E-Transfer,TXN-893041
2025-07-02,Cybersecurity,Expense,195.57,Ottawa,Ontario,Canada,45.4215,-75.6972,Cash,TXN-608069
2026-01-29,Utilities,Expense,187.31,Windsor,Ontario,Canada,42.3149,-83.0364,E-Transfer,TXN-613111
2025-01-16,Utilities,Expense,48.85,Windsor,Ontario,Canada,42.3149,-83.0364,Credit Card,TXN-622332
2025-07-15,Utilities,Expense,245.79,Detroit,Michigan,United States,42.3314,-83.0458,Debit Card,TXN-417459
2026-01-25,Groceries,Expense,39.84,Ottawa,Ontario,Canada,45.4215,-75.6972,Cash,TXN-931239
2025-12-05,Tech,Expense,204.18,Ottawa,Ontario,Canada,45.4215,-75.6972,E-Transfer,TXN-668787
2025-10-07,Healthcare,Expense,16.89,Windsor,Ontario,Canada,42.3149,-83.0364,Cash,TXN-224921
2026-03-13,Transport,Expense,156.77,Kitchener,Ontario,Canada,43.4516,-80.4925,Credit Card,TXN-134455
2025-12-28,Tech,Expense,74.02,Kitchener,Ontario,Canada,43.4516,-80.4925,Debit Card,TXN-427637
2026-01-27,Entertainment,Expense,52.66,Kitchener,Ontario,Canada,43.4516,-80.4925,Cash,TXN-599028
2025-09-17,Utilities,Expense,31.74,Detroit,Michigan,United States,42.3314,-83.0458,Cash,TXN-719755
2026-01-28,Investments,Income,391.34,Detroit,Michigan,United States,42.3314,-83.0458,Credit Card,TXN-129514
2026-03-05,Utilities,Expense,152.9,Ottawa,Ontario,Canada,45.4215,-75.6972,Credit Card,TXN-902364
2025-07-14,Investments,Income,47.97,Detroit,Michigan,United States,42.3314,-83.0458,E-Transfer,TXN-531939
2025-05-07,Dining,Expense,101.5,Detroit,Michigan,United States,42.3314,-83.0458,Credit Card,TXN-821411
2025-02-28,Tech,Expense,141.66,Windsor,Ontario,Canada,42.3149,-83.0364,E-Transfer,TXN-139193
2025-10-18,Cybersecurity,Expense,210.76,Kitchener,Ontario,Canada,43.4516,-80.4925,E-Transfer,TXN-121393
2025-06-12,Rent,Expense,1200.0,Kitchener,Ontario,Canada,43.4516,-80.4925,Cash,TXN-438083
2025-02-21,Entertainment,Expense,279.44,Toronto,Ontario,Canada,43.6532,-79.3832,E-Transfer,TXN-620860
2025-03-27,Transport,Expense,249.78,Detroit,Michigan,United States,42.3314,-83.0458,Cash,TXN-311559
2026-03-07,Groceries,Expense,341.63,Toronto,Ontario,Canada,43.6532,-79.3832,E-Transfer,TXN-378035
2026-02-16,Cybersecurity,Expense,98.1,Windsor,Ontario,Canada,42.3149,-83.0364,Credit Card,TXN-720615
2025-10-18,Groceries,Expense,322.46,Kitchener,Ontario,Canada,43.4516,-80.4925,Cash,TXN-319927
2025-11-30,Groceries,Expense,331.26,Ottawa,Ontario,Canada,45.4215,-75.6972,E-Transfer,TXN-553939
2025-04-13,Transport,Expense,171.58,Detroit,Michigan,United States,42.3314,-83.0458,Cash,TXN-804181
2025-01-10,Utilities,Expense,254.86,Ottawa,Ontario,Canada,45.4215,-75.6972,Debit Card,TXN-704864
2025-05-18,Entertainment,Expense,375.49,Ottawa,Ontario,Canada,45.4215,-75.6972,Cash,TXN-693616
2025-09-25,Rent,Expense,1200.0,Toronto,Ontario,Canada,43.6532,-79.3832,E-Transfer,TXN-584952
2026-01-18,Utilities,Expense,277.27,Detroit,Michigan,United States,42.3314,-83.0458,Cash,TXN-530189
2025-11-21,Groceries,Expense,89.39,Kitchener,Ontario,Canada,43.4516,-80.4925,E-Transfer,TXN-963723
2025-05-12,Utilities,Expense,277.87,Toronto,Ontario,Canada,43.6532,-79.3832,Cash,TXN-350067
2025-01-15,Dining,Expense,105.78,Detroit,Michigan,United States,42.3314,-83.0458,Cash,TXN-608960
2025-08-05,Cybersecurity,Expense,262.3,Windsor,Ontario,Canada,42.3149,-83.0364,Debit Card,TXN-267099
2025-05-13,Rent,Expense,1200.0,Detroit,Michigan,United States,42.3314,-83.0458,Debit Card,TXN-775591
2026-02-05,Gift,Income,17.76,Windsor,Ontario,Canada,42.3149,-83.0364,E-Transfer,TXN-730823
2025-07-28,Groceries,Expense,359.74,Windsor,Ontario,Canada,42.3149,-83.0364,Cash,TXN-980605
2025-05-01,Utilities,Expense,53.65,Ottawa,Ontario,Canada,45.4215,-75.6972,Credit Card,TXN-647312
2025-05-09,Healthcare,Expense,203.62,Windsor,Ontario,Canada,42.3149,-83.0364,Debit Card,TXN-728958
2025-06-18,Transport,Expense,334.61,Kitchener,Ontario,Canada,43.4516,-80.4925,Debit Card,TXN-543410
2025-03-31,Groceries,Expense,93.5,Detroit,Michigan,United States,42.3314,-83.0458,Cash,TXN-528212
2025-09-09,Rent,Expense,1200.0,Ottawa,Ontario,Canada,45.4215,-75.6972,E-Transfer,TXN-833602
2025-10-07,Investments,Income,175.27,Toronto,Ontario,Canada,43.6532,-79.3832,E-Transfer,TXN-922370
2025-09-01,Investments,Income,289.11,Detroit,Michigan,United States,42.3314,-83.0458,Credit Card,TXN-776748
2026-03-07,Salary,Income,2547.89,Windsor,Ontario,Canada,42.3149,-83.0364,Debit Card,TXN-365271
2025-11-24,Tech,Expense,383.81,Detroit,Michigan,United States,42.3314,-83.0458,Credit Card,TXN-660894
2025-07-18,Gift,Income,13.07,Kitchener,Ontario,Canada,43.4516,-80.4925,E-Transfer,TXN-415504
2025-06-02,Dining,Expense,92.05,Toronto,Ontario,Canada,43.6532,-79.3832,Cash,TXN-762021
2026-02-09,Cybersecurity,Expense,23.21,Windsor,Ontario,Canada,42.3149,-83.0364,Cash,TXN-593975
2026-01-03,Transport,Expense,174.72,Windsor,Ontario,Canada,42.3149,-83.0364,Debit Card,TXN-832411
2025-06-30,Groceries,Expense,174.14,Ottawa,Ontario,Canada,45.4215,-75.6972,E-Transfer,TXN-575279
2025-11-25,Rent,Expense,1200.0,Toronto,Ontario,Canada,43.6532,-79.3832,Cash,TXN-929443
2025-07-25,Rent,Expense,1200.0,Toronto,Ontario,Canada,43.6532,-79.3832,E-Transfer,TXN-428961
2025-03-22,Groceries,Expense,107.35,Toronto,Ontario,Canada,43.6532,-79.3832,Cash,TXN-931145
2025-09-02,Gift,Income,350.67,Toronto,Ontario,Canada,43.6532,-79.3832,E-Transfer,TXN-281905
2026-02-14,Transport,Expense,119.9,Windsor,Ontario,Canada,42.3149,-83.0364,Cash,TXN-485456
2026-03-04,Cybersecurity,Expense,354.89,Toronto,Ontario,Canada,43.6532,-79.3832,Credit Card,TXN-124085
2025-02-15,Freelance,Income,389.91,Toronto,Ontario,Canada,43.6532,-79.3832,E-Transfer,TXN-835325
2025-07-25,Salary,Income,2523.6,Ottawa,Ontario,Canada,45.4215,-75.6972,E-Transfer,TXN-256501
2025-03-29,Transport,Expense,379.42,Windsor,Ontario,Canada,42.3149,-83.0364,Credit Card,TXN-853489
2026-02-28,Entertainment,Expense,272.71,Windsor,Ontario,Canada,42.3149,-83.0364,Debit Card,TXN-848225
2025-05-28,Tech,Expense,301.11,Kitchener,Ontario,Canada,43.4516,-80.4925,Debit Card,TXN-552259
2026-02-26,Freelance,Income,120.36,Toronto,Ontario,Canada,43.6532,-79.3832,Cash,TXN-289131
2025-01-15,Utilities,Expense,123.18,Detroit,Michigan,United States,42.3314,-83.0458,Debit Card,TXN-747684
2025-07-09,Dining,Expense,237.33,Kitchener,Ontario,Canada,43.4516,-80.4925,Credit Card,TXN-110821
2025-12-21,Transport,Expense,165.05,Toronto,Ontario,Canada,43.6532,-79.3832,Cash,TXN-842866
2025-02-07,Tech,Expense,47.16,Windsor,Ontario,Canada,42.3149,-83.0364,Credit Card,TXN-449031
2025-07-01,Gift,Income,398.73,Ottawa,Ontario,Canada,45.4215,-75.6972,Credit Card,TXN-105621
2025-06-04,Cybersecurity,Expense,391.23,Detroit,Michigan,United States,42.3314,-83.0458,Debit Card,TXN-686741
2025-05-14,Utilities,Expense,76.25,Kitchener,Ontario,Canada,43.4516,-80.4925,E-Transfer,TXN-590822
2025-12-30,Transport,Expense,216.87,Toronto,Ontario,Canada,43.6532,-79.3832,E-Transfer,TXN-222517
2025-09-13,Utilities,Expense,349.96,Detroit,Michigan,United States,42.3314,-83.0458,E-Transfer,TXN-550977
2025-11-10,Tech,Expense,333.54,Detroit,Michigan,United States,42.3314,-83.0458,E-Transfer,TXN-556943
2026-01-13,Investments,Income,397.88,Toronto,Ontario,Canada,43.6532,-79.3832,Cash,TXN-155807
2025-04-28,Rent,Expense,1200.0,Toronto,Ontario,Canada,43.6532,-79.3832,Credit Card,TXN-593090
2025-08-12,Entertainment,Expense,55.25,Kitchener,Ontario,Canada,43.4516,-80.4925,Credit Card,TXN-562966
2025-09-06,Healthcare,Expense,188.53,Windsor,Ontario,Canada,42.3149,-83.0364,Debit Card,TXN-229660
2026-03-21,Dining,Expense,120.81,Toronto,Ontario,Canada,43.6532,-79.3832,E-Transfer,TXN-690607
2025-10-26,Freelance,Income,399.22,Windsor,Ontario,Canada,42.3149,-83.0364,Debit Card,TXN-536646
2026-01-29,Freelance,Income,204.26,Windsor,Ontario,Canada,42.3149,-83.0364,E-Transfer,TXN-127223
2025-07-21,Groceries,Expense,155.69,Windsor,Ontario,Canada,42.3149,-83.0364,E-Transfer,TXN-261245
2026-03-02,Entertainment,Expense,286.01,Kitchener,Ontario,Canada,43.4516,-80.4925,Cash,TXN-758879
2025-06-18,Salary,Income,2593.95,Ottawa,Ontario,Canada,45.4215,-75.6972,Cash,TXN-440698
2025-04-19,Freelance,Income,346.68,Detroit,Michigan,United States,42.3314,-83.0458,E-Transfer,TXN-936917
2025-10-08,Groceries,Expense,381.24,Kitchener,Ontario,Canada,43.4516,-80.4925,Credit Card,TXN-518233
2026-01-30,Dining,Expense,347.55,Windsor,Ontario,Canada,42.3149,-83.0364,Credit Card,TXN-993749
2026-02-04,Cybersecurity,Expense,166.93,Toronto,Ontario,Canada,43.6532,-79.3832,Credit Card,TXN-413048
2026-01-12,Cybersecurity,Expense,324.48,Detroit,Michigan,United States,42.3314,-83.0458,Debit Card,TXN-476485
2025-09-20,Transport,Expense,87.95,Kitchener,Ontario,Canada,43.4516,-80.4925,Cash,TXN-599583
2025-02-16,Cybersecurity,Expense,305.03,Detroit,Michigan,United States,42.3314,-83.0458,Debit Card,TXN-555193
2025-01-21,Groceries,Expense,210.2,Kitchener,Ontario,Canada,43.4516,-80.4925,Debit Card,TXN-779068
2025-09-11,Utilities,Expense,215.64,Ottawa,Ontario,Canada,45.4215,-75.6972,Credit Card,TXN-404824
2026-02-15,Groceries,Expense,196.27,Toronto,Ontario,Canada,43.6532,-79.3832,Debit Card,TXN-817555
2025-09-25,Freelance,Income,176.82,Ottawa,Ontario,Canada,45.4215,-75.6972,Credit Card,TXN-677759
2025-09-20,Rent,Expense,1200.0,Windsor,Ontario,Canada,42.3149,-83.0364,Cash,TXN-533082
2025-07-01,Tech,Expense,109.4,Windsor,Ontario,Canada,42.3149,-83.0364,Credit Card,TXN-219470
2025-04-02,Entertainment,Expense,316.61,Kitchener,Ontario,Canada,43.4516,-80.4925,Credit Card,TXN-187336
2025-06-10,Tech,Expense,239.01,Kitchener,Ontario,Canada,43.4516,-80.4925,Cash,TXN-754112
2026-03-23,Transport,Expense,325.9,Toronto,Ontario,Canada,43.6532,-79.3832,Debit Card,TXN-182020
2026-03-23,Tech,Expense,272.63,Kitchener,Ontario,Canada,43.4516,-80.4925,Credit Card,TXN-106131
2025-03-29,Rent,Expense,1200.0,Kitchener,Ontario,Canada,43.4516,-80.4925,Cash,TXN-825411
2025-06-05,Entertainment,Expense,251.21,Ottawa,Ontario,Canada,45.4215,-75.6972,E-Transfer,TXN-824211
2026-02-16,Cybersecurity,Expense,128.04,Toronto,Ontario,Canada,43.6532,-79.3832,Debit Card,TXN-114549
2025-12-23,Rent,Expense,1200.0,Toronto,Ontario,Canada,43.6532,-79.3832,Credit Card,TXN-319393
2025-11-29,Utilities,Expense,104.29,Ottawa,Ontario,Canada,45.4215,-75.6972,Debit Card,TXN-190275
2025-03-17,Entertainment,Expense,194.86,Windsor,Ontario,Canada,42.3149,-83.0364,Credit Card,TXN-274174
2025-09-06,Gift,Income,193.88,Kitchener,Ontario,Canada,43.4516,-80.4925,Debit Card,TXN-311118
2025-01-27,Cybersecurity,Expense,140.2,Windsor,Ontario,Canada,42.3149,-83.0364,Cash,TXN-535878
2025-01-19,Investments,Income,200.12,Kitchener,Ontario,Canada,43.4516,-80.4925,Cash,TXN-343170
2025-01-10,Healthcare,Expense,174.58,Detroit,Michigan,United States,42.3314,-83.0458,Credit Card,TXN-380859
2025-08-31,Gift,Income,55.61,Ottawa,Ontario,Canada,45.4215,-75.6972,E-Transfer,TXN-570103
2025-03-24,Rent,Expense,1200.0,Detroit,Michigan,United States,42.3314,-83.0458,Debit Card,TXN-592034
2025-09-17,Dining,Expense,95.68,Detroit,Michigan,United States,42.3314,-83.0458,Cash,TXN-237529
2025-08-02,Gift,Income,334.9,Detroit,Michigan,United States,42.3314,-83.0458,Cash,TXN-938603
2025-11-15,Freelance,Income,90.81,Windsor,Ontario,Canada,42.3149,-83.0364,Cash,TXN-235367
2025-11-07,Utilities,Expense,201.95,Kitchener,Ontario,Canada,43.4516,-80.4925,Cash,TXN-418402
2025-01-25,Healthcare,Expense,399.71,Detroit,Michigan,United States,42.3314,-83.0458,E-Transfer,TXN-474387
2026-02-28,Utilities,Expense,345.19,Ottawa,Ontario,Canada,45.4215,-75.6972,Credit Card,TXN-946007
2025-02-28,Cybersecurity,Expense,250.85,Windsor,Ontario,Canada,42.3149,-83.0364,Debit Card,TXN-609990
2026-02-06,Transport,Expense,148.54,Windsor,Ontario,Canada,42.3149,-83.0364,E-Transfer,TXN-258522
2025-12-28,Salary,Income,2410.08,Kitchener,Ontario,Canada,43.4516,-80.4925,Cash,TXN-982478
2026-02-05,Groceries,Expense,248.12,Windsor,Ontario,Canada,42.3149,-83.0364,Credit Card,TXN-631948
2026-03-22,Groceries,Expense,90.1,Detroit,Michigan,United States,42.3314,-83.0458,Debit Card,TXN-863729
2026-01-26,Entertainment,Expense,207.3,Windsor,Ontario,Canada,42.3149,-83.0364,Debit Card,TXN-778526
2025-03-04,Utilities,Expense,340.95,Kitchener,Ontario,Canada,43.4516,-80.4925,Cash,TXN-906584
2026-03-04,Dining,Expense,325.57,Detroit,Michigan,United States,42.3314,-83.0458,E-Transfer,TXN-629554
2025-07-10,Tech,Expense,288.93,Kitchener,Ontario,Canada,43.4516,-80.4925,E-Transfer,TXN-760016
2026-01-21,Utilities,Expense,303.87,Kitchener,Ontario,Canada,43.4516,-80.4925,Debit Card,TXN-244697
2025-07-29,Cybersecurity,Expense,360.25,Ottawa,Ontario,Canada,45.4215,-75.6972,E-Transfer,TXN-131208
2026-01-03,Rent,Expense,1200.0,Ottawa,Ontario,Canada,45.4215,-75.6972,Credit Card,TXN-188896
2026-01-31,Cybersecurity,Expense,74.09,Windsor,Ontario,Canada,42.3149,-83.0364,Cash,TXN-896070
2025-10-22,Utilities,Expense,32.55,Ottawa,Ontario,Canada,45.4215,-75.6972,E-Transfer,TXN-539673
2026-03-24,Healthcare,Expense,128.69,Detroit,Michigan,United States,42.3314,-83.0458,E-Transfer,TXN-108286
2025-12-25,Freelance,Income,167.54,Toronto,Ontario,Canada,43.6532,-79.3832,Cash,TXN-831351
2026-02-02,Cybersecurity,Expense,86.95,Detroit,Michigan,United States,42.3314,-83.0458,Credit Card,TXN-138766
2026-01-07,Cybersecurity,Expense,290.36,Toronto,Ontario,Canada,43.6532,-79.3832,E-Transfer,TXN-324116
2025-06-09,Healthcare,Expense,213.32,Toronto,Ontario,Canada,43.6532,-79.3832,Credit Card,TXN-129246
2025-05-04,Investments,Income,334.57,Detroit,Michigan,United States,42.3314,-83.0458,Cash,TXN-629818
2026-03-07,Rent,Expense,1200.0,Detroit,Michigan,United States,42.3314,-83.0458,E-Transfer,TXN-757446
2025-01-25,Groceries,Expense,305.06,Windsor,Ontario,Canada,42.3149,-83.0364,Cash,TXN-412434
2025-08-21,Rent,Expense,1200.0,Detroit,Michigan,United States,42.3314,-83.0458,Debit Card,TXN-944510
2026-03-09,Healthcare,Expense,242.26,Detroit,Michigan,United States,42.3314,-83.0458,E-Transfer,TXN-398357
2026-01-01,Utilities,Expense,157.29,Toronto,Ontario,Canada,43.6532,-79.3832,Credit Card,TXN-443772
2026-02-26,Dining,Expense,313.63,Kitchener,Ontario,Canada,43.4516,-80.4925,Credit Card,TXN-253672
2025-02-11,Cybersecurity,Expense,45.98,Kitchener,Ontario,Canada,43.4516,-80.4925,Debit Card,TXN-599387
2025-07-09,Groceries,Expense,273.96,Kitchener,Ontario,Canada,43.4516,-80.4925,Cash,TXN-376502
2025-08-14,Cybersecurity,Expense,278.72,Kitchener,Ontario,Canada,43.4516,-80.4925,Cash,TXN-963829
2025-03-07,Healthcare,Expense,199.06,Kitchener,Ontario,Canada,43.4516,-80.4925,Debit Card,TXN-838747
2025-03-02,Healthcare,Expense,280.84,Kitchener,Ontario,Canada,43.4516,-80.4925,Cash,TXN-134191
2025-07-09,Healthcare,Expense,369.46,Windsor,Ontario,Canada,42.3149,-83.0364,Cash,TXN-215695
2025-01-21,Tech,Expense,213.88,Windsor,Ontario,Canada,42.3149,-83.0364,E-Transfer,TXN-419736
2025-05-31,Investments,Income,199.51,Toronto,Ontario,Canada,43.6532,-79.3832,Debit Card,TXN-921866
2025-06-06,Rent,Expense,1200.0,Detroit,Michigan,United States,42.3314,-83.0458,Debit Card,TXN-291970
2025-01-02,Entertainment,Expense,57.71,Detroit,Michigan,United States,42.3314,-83.0458,Credit Card,TXN-146852
2025-10-17,Tech,Expense,186.43,Detroit,Michigan,United States,42.3314,-83.0458,Cash,TXN-598312
2026-01-26,Freelance,Income,64.02,Kitchener,Ontario,Canada,43.4516,-80.4925,Cash,TXN-799631
2025-02-15,Transport,Expense,321.93,Ottawa,Ontario,Canada,45.4215,-75.6972,Cash,TXN-506045
2025-06-23,Cybersecurity,Expense,220.99,Kitchener,Ontario,Canada,43.4516,-80.4925,E-Transfer,TXN-777292
2025-12-29,Utilities,Expense,19.67,Detroit,Michigan,United States,42.3314,-83.0458,Credit Card,TXN-775192
2025-11-13,Dining,Expense,221.32,Windsor,Ontario,Canada,42.3149,-83.0364,Debit Card,TXN-887017
2025-03-03,Rent,Expense,1200.0,Ottawa,Ontario,Canada,45.4215,-75.6972,Debit Card,TXN-119895
2025-05-06,Dining,Expense,333.58,Ottawa,Ontario,Canada,45.4215,-75.6972,Cash,TXN-188759
2025-07-25,Transport,Expense,239.67,Kitchener,Ontario,Canada,43.4516,-80.4925,Credit Card,TXN-456470
2025-01-13,Cybersecurity,Expense,345.26,Detroit,Michigan,United States,42.3314,-83.0458,Cash,TXN-369670
2025-10-05,Groceries,Expense,75.58,Toronto,Ontario,Canada,43.6532,-79.3832,Debit Card,TXN-367968
2025-06-07,Utilities,Expense,381.34,Toronto,Ontario,Canada,43.6532,-79.3832,Credit Card,TXN-744324
2025-01-14,Freelance,Income,288.19,Detroit,Michigan,United States,42.3314,-83.0458,Cash,TXN-203540
2025-06-15,Cybersecurity,Expense,110.59,Windsor,Ontario,Canada,42.3149,-83.0364,Credit Card,TXN-312398
2025-09-10,Dining,Expense,208.36,Ottawa,Ontario,Canada,45.4215,-75.6972,Cash,TXN-220671
2025-08-26,Transport,Expense,225.72,Windsor,Ontario,Canada,42.3149,-83.0364,Cash,TXN-130310
2025-01-10,Dining,Expense,114.97,Ottawa,Ontario,Canada,45.4215,-75.6972,Credit Card,TXN-358281
2025-06-05,Utilities,Expense,231.62,Kitchener,Ontario,Canada,43.4516,-80.4925,Credit Card,TXN-987386
2026-02-05,Dining,Expense,387.49,Detroit,Michigan,United States,42.3314,-83.0458,Debit Card,TXN-920011
2025-10-12,Cybersecurity,Expense,186.18,Windsor,Ontario,Canada,42.3149,-83.0364,Cash,TXN-969659
2025-01-01,Utilities,Expense,33.47,Kitchener,Ontario,Canada,43.4516,-80.4925,E-Transfer,TXN-726909
2025-06-29,Cybersecurity,Expense,338.55,Toronto,Ontario,Canada,43.6532,-79.3832,E-Transfer,TXN-147694
2025-10-16,Healthcare,Expense,37.27,Windsor,Ontario,Canada,42.3149,-83.0364,Cash,TXN-832356
2026-01-07,Utilities,Expense,227.03,Detroit,Michigan,United States,42.3314,-83.0458,Cash,TXN-321092
2025-12-16,Transport,Expense,378.71,Detroit,Michigan,United States,42.3314,-83.0458,Cash,TXN-386275
2025-06-24,Transport,Expense,92.14,Ottawa,Ontario,Canada,45.4215,-75.6972,E-Transfer,TXN-116645
2025-11-27,Freelance,Income,369.68,Ottawa,Ontario,Canada,45.4215,-75.6972,Cash,TXN-104487
2025-07-31,Freelance,Income,226.76,Kitchener,Ontario,Canada,43.4516,-80.4925,Cash,TXN-664271
2025-10-03,Groceries,Expense,22.07,Kitchener,Ontario,Canada,43.4516,-80.4925,Credit Card,TXN-470141
